col_0,col_1,col_2,col_3,col_4
kzm,2347,tlqw,480,43
lak,1916,opps,3169,2110
oib,2298,ahsd,1466,1625
uav,1954,fnhc,2705,2105
xtx,1560,vbqq,378,2020
wnu,1819,ivqp,1265,326
rlq,2143,txwx,1886,4009
cfd,2432,qero,2751,1041
cou,1564,rjax,2399,4565
dem,1228,upbn,2741,4164
iid,1516,okdn,2493,888
esk,2394,ustk,2331,3036
yol,1275,vwgk,2900,3565
pbj,2362,ziwc,1547,1297
amh,56,nkbd,331,4616
mlz,563,cyrh,2887,4592
cmo,1501,yjey,1123,4783
peq,1832,qwda,1073,87
npj,2252,qofp,755,206
lnu,1370,lphe,2715,4298
udx,1017,wbwr,2324,2334
gwi,2211,frzq,1000,3530
fzd,7,fesd,2051,2928
kie,259,csxt,2528,966
dkc,2087,piku,2811,3142
cpz,1543,tkzu,1502,818
zaj,811,irud,535,1528
uzx,1635,gdjs,1671,693
jyn,590,tibt,143,838
vfd,796,wpns,1651,2254
etg,867,xnpw,1129,203
gpy,393,mawy,2143,2247
sep,2312,luwa,727,4266
thd,886,hsna,781,2166
bht,1175,pkgp,2170,1572
vvx,1031,rrsd,2881,4023
eum,755,bbpw,1779,4023
aww,2379,fbej,1444,4258
biv,1166,dmdg,3167,1598
giu,72,fyok,2972,4983
zuh,289,mqsx,1423,4692
gbt,2370,wjcr,2350,1554
wte,2336,rscd,309,1663
jqm,1428,llho,2844,529
lly,362,ezow,852,980
jgu,91,dzgq,2796,1963
zwx,1446,ukqr,992,204
iix,2252,dqld,2856,1741
auw,1942,ndba,2768,333
zix,2436,oxfz,451,1441
duc,1714,yxlo,2879,2862
fkw,1910,zwwu,389,897
rdr,1027,nipl,1740,39
rcz,1703,ccms,2934,4243
lks,620,whod,786,718
rbh,2379,vses,2902,2887
hpe,1980,ofss,2909,1891
xeg,2240,hobp,1648,3428
eyp,463,mmqr,575,4021
mkf,2130,raao,2935,1707
gyj,1641,ejvy,2638,3227
ukv,1863,nfww,2914,2835
jku,1609,wdfc,22,1566
pgb,1043,wrbm,1588,4552
txl,194,rcxz,3277,4860
oot,229,cxtb,2187,2005
fym,2418,ijbi,240,3672
aml,1603,mmuj,2021,1840
qxs,351,rflg,835,69
pbj,775,dhog,1196,310
wgw,2331,ncqp,147,4520
tgr,22,tduo,436,2768
tsj,648,ikye,2567,1383
kou,1348,qkig,2827,2624
ccc,747,muug,606,634
eqq,129,dxge,374,1696
crc,2340,nmsm,1108,3528
wxk,2096,pljd,2233,2609
qpv,2193,gecv,868,4214
ydi,2150,hmrb,2069,722
amh,2073,ybiz,852,3903
qzg,1945,jpgj,1289,638
eyh,885,uzrh,1609,4422
rrq,924,ljum,3238,1916
fmd,2390,hlnj,3137,2228
fwu,2402,xszb,2083,834
hfo,1999,jlnv,1686,2242
vpe,2354,plrn,3115,741
nba,1374,vllr,224,2401
qyu,106,sxbw,2562,2990
wsi,258,nrlq,2539,63
gpb,1104,ujpw,3328,4100
hsd,2214,xpdh,2226,2193
joz,322,bvsw,1636,1228
tri,1232,ckpk,2867,2040
ren,2452,ncfw,1922,309
fok,1043,rezz,5,2912
fcd,739,tsjl,1921,4516
tqi,2005,hyem,1584,1727
qnu,1873,gzge,1927,4915
khm,2478,rqqp,3213,3416
ghm,1523,kmsr,2515,161
wwe,617,hyjn,2977,4149
pco,2100,nmzw,1392,2398
plz,995,wiir,2504,82
wpb,1185,vrzh,614,3915
emb,2454,lhyu,1079,3775
mue,631,noej,3085,1213
glj,2227,ukqr,1972,3291
crr,1131,pggw,1635,2954
mpa,574,aefj,1390,2277
cuq,1379,cyva,1124,3036
ujg,63,zodg,1259,268
ose,1595,yozz,1990,3002
mcd,1228,wxtf,1769,4312
gjv,1608,rgzo,3267,3970
cpd,1418,bdnt,2699,969
crr,1774,plzp,624,495
ccy,2126,leki,2198,2600
egq,222,xvwz,924,2097
wab,371,kbbv,1198,1138
nwg,2317,vbea,1335,2399
pke,1509,hful,2770,4530
xeh,1633,evvw,1571,1466
oxj,193,yzbh,3132,771
wtt,2069,ckyx,1261,3453
ert,1949,xkuh,882,3848
bfa,1677,acmz,264,3458
hec,1406,jgpc,1401,3148
qwe,187,mjfa,1389,3074
eqp,1464,hkqn,3271,1927
tqv,240,myhp,2723,4974
zgx,731,izuv,2470,372
ket,2054,aopz,478,4000
rdb,634,njgu,938,1570
mmi,747,xrhp,4,1412
qhi,2193,canu,1785,4764
glt,1447,hfde,1924,3395
sfa,538,jpgj,597,1750
xbf,688,rezz,2669,240
mzw,794,btti,552,2301
zxc,279,dysz,1061,2120
jma,1291,asni,1617,3449
ynw,1723,ulpu,1096,602
rxb,1424,ycqg,404,416
wwm,1673,qvyr,857,4339
xgl,1977,chlj,2340,3006
etm,577,gddu,1438,1273
wro,789,jjxi,668,509
pxc,1450,qeit,2349,4731
hcg,2336,dnzu,3001,1050
dif,1459,yhjg,2157,1577
iuh,393,syen,704,3860
kur,2051,mqze,2452,2906
rdi,501,ewea,1896,1654
zaj,2267,xkpt,1202,3059
oze,955,cbsj,2993,2180
mkz,30,fplu,1011,3199
jlp,2355,rhtm,2126,4992
jbj,1519,paln,2552,1723
hsi,791,taeg,1285,4311
jwv,2424,pvdf,742,3211
hzz,1277,vqgq,3049,2444
zev,1470,hupa,1845,3461
ywj,2102,lpzh,38,1704
yjp,1952,pxrw,3076,1017
jad,754,yebj,2337,872
dlp,740,munj,356,1175
aki,812,guzx,698,3319
xki,2012,eqpf,504,4415
kvk,239,fuqn,1183,36
iqe,2119,btkh,2142,972
rmo,2150,ogix,1738,2851
lve,1013,dbpb,494,1565
wso,1654,rcid,1542,3197
rny,1599,fooo,273,1565
tna,125,ilex,1629,699
jol,551,xwht,1908,3065
mvm,743,zydk,2862,329
vad,1956,zfzh,150,3821
peu,499,qqkj,1289,4262
ype,2017,sxva,2015,3330
wvh,1664,cmlm,1924,755
fxj,201,xnys,1557,2158
ifc,1875,ipfn,1087,1018
pkt,77,xwig,2076,1380
obj,1086,glfx,1593,3669
mbn,308,goqp,1781,3518
fup,353,tnvb,3170,1367
ubu,91,vudm,99,1494
ebv,372,xrbt,38,4032
jem,892,lquj,42,435
hpp,1369,sxis,1841,196
vru,856,izqf,220,4499
pje,1483,ldgi,1873,2545
zch,2093,mcbd,1539,4656
jfr,2098,igby,2975,3789
vwk,787,hobp,654,4021
vyb,1812,vkto,1021,2331
fop,1009,rhgd,39,1871
ops,1400,pzty,2030,2540
ony,1307,bqdl,48,3018
kdc,794,hkgr,2689,94
icw,256,bigz,1989,815
ydx,578,eehh,1320,1640
uxh,1422,dxuq,968,2119
agg,784,iyxo,240,2007
lzh,316,fgmi,3289,1448
cdw,2136,caey,1506,2309
aav,368,jjfm,599,817
xcq,494,fewp,1660,2158
ixp,401,nkkt,876,3272
wps,2314,wgbd,1261,3036
cya,362,nfvd,2476,4963
auu,642,xeri,659,39
nub,273,ixvt,409,3283
rxu,2467,xtpx,1369,1780
tea,1076,lonr,661,665
nnb,806,okac,68,2714
blv,2052,eipe,2100,2047
vqn,813,nszu,992,4637
qhw,534,cklf,234,4406
wrf,5,bpnh,307,2993
deo,850,cizf,1242,1655
epm,1139,wdwy,1273,851
cai,1266,ygii,1416,1182
fxb,1216,ilmc,3171,4320
fuj,1579,pvdf,728,2691
ijo,2333,fpug,1267,3492
lnz,2175,vkav,3064,3688
ywq,993,tmma,2840,3950
kpa,2212,hcdr,2106,2418
qhq,1328,rqeq,1485,662
kzx,802,ujsj,1354,335
enj,1771,qovi,2518,2034
hvq,1113,mzbt,3114,3553
vjh,1304,pdhx,546,4139
icv,1522,idkn,814,3234
dao,646,wijw,1480,2231
zcg,1671,elhh,658,3490
jrq,673,akqm,2619,618
ijk,661,dfmm,2768,741
arh,715,poih,1310,4919
jky,1291,grpx,3038,2910
zny,2462,gdiv,1799,4738
xgj,2228,cbae,1286,1382
bbe,1001,paln,1109,3906
ohq,464,ndog,714,1506
xhb,245,qkgg,2557,1189
euu,447,hegv,788,2259
dko,727,csth,2509,3811
dgc,1089,ptjo,1254,3579
awq,100,oucp,186,2421
iit,751,hhbv,391,1823
dum,1573,vgkj,1427,1890
oej,2356,hpld,2919,1950
kxb,616,yzhb,2409,2057
yfp,1692,eotf,1790,1984
jul,904,nygk,2309,2265
prf,306,iuxg,2835,4427
czi,1070,esyp,1001,1405
dll,2252,eyvf,1336,2532
nhk,256,jckr,2251,896
fna,472,wyio,1337,3716
ecn,261,lzpw,2286,4334
tfc,1303,kaii,2347,2212
rmt,1634,swsx,1039,2712
yfl,1117,huqt,2316,1370
rhu,1003,gnsw,141,296
gdv,2142,hzet,3275,3934
kwt,802,dojj,2074,4258
rfu,675,mmis,956,4236
idw,858,odwz,1482,2071
zgd,243,nudi,2637,2770
cna,2492,yuyq,137,3936
alz,2078,ntxp,1112,2872
ist,817,xagk,415,4427
wse,989,floj,689,3944
cxh,353,jtqq,1816,3655
lkj,236,tpot,168,1147
btc,1761,usan,2085,3571
ppi,1190,twgb,2373,2207
omh,279,wcfy,273,2341
yks,1858,datl,78,493
mub,1112,dxmz,2286,2133
bwf,167,pmpo,900,2453
kmv,1241,ggqq,1818,2778
trg,147,rgtd,1706,1462
cxc,688,ztnh,1367,2911
cba,2123,qndw,3199,2076
eij,2448,gniv,3245,3916
aom,1129,clnn,3200,929
udc,1497,ygqp,1960,3892
wnm,1304,infy,2655,466
gzy,669,ddhp,2767,881
awq,1691,nxqm,2530,2425
caw,612,xjbd,2561,1569
xzz,1068,cytm,1008,3421
ehk,1795,blzl,1770,90
eja,1562,pgvs,2513,865
sgk,453,msna,2778,1616
tuw,96,utjp,2373,4039
kck,2089,ctpd,2266,2803
efd,2228,pngw,2716,2443
scs,862,grnb,7,3547
koz,1489,upls,3192,484
xuw,1104,bvze,1310,2332
yea,1643,leaf,875,4612
zww,2272,okod,294,1158
rrq,469,emph,1934,3809
irw,1334,gqwv,2064,4113
mfb,317,eekq,1668,3412
niq,831,goxw,1087,2490
smo,1841,uboc,3167,4798
umt,1335,uvhb,2313,1902
pnh,375,fwad,1482,4017
izj,1841,hukw,707,430
rvf,871,tbxk,1146,3800
asv,963,ruhg,252,3056
eph,1723,mkfw,568,3672
msb,87,uczj,2274,2066
vwj,2298,swsx,23,105
ugi,2213,hetu,351,254
hmp,1812,wdth,2228,403
nnn,667,ihyx,1296,2687
iaz,2266,gunn,3188,3159
cdq,74,uthj,2798,1435
ssu,677,ijxq,1142,1667
fex,1643,dska,1594,1932
awq,2322,bhtc,1136,4798
pss,822,jchs,1406,717
xfn,952,iqqa,8,1335
fxi,569,kznv,548,3619
kdq,1424,dwjk,919,2727
rrl,1130,ixaa,441,3992
kes,908,bwzq,29,1407
fgq,389,lras,2687,2556
uaq,57,fqag,2500,1996
ovu,1256,vyhj,3169,2551
mrf,1596,ctev,1316,3390
gqw,2328,wsej,1799,617
rzy,1080,ymdu,857,4660
zhd,843,oewu,559,3317
rof,1339,blkv,151,1515
sjx,1860,ayzp,1412,3857
hli,1238,qugf,2230,2705
rdr,411,hxbs,459,3118
ohw,1010,lmvl,1264,3097
eef,492,hidl,252,918
xev,47,szzb,3188,2634
upa,353,uepn,148,3435
pgl,1370,xkwq,1367,4373
sjm,2011,dmco,1227,1578
okp,1608,lyka,580,4503
zni,2178,typh,61,456
rqx,417,oqhr,1638,1683
wnk,2240,twiw,880,3729
ciw,1962,apqb,1522,608
fro,2128,lyaw,1997,1812
gfa,1714,tlqw,2222,197
zsx,69,lttj,1045,2632
bna,1631,xmfi,2981,4940
uum,1647,vljh,2222,34
fss,831,cwyr,3309,1206
bxv,1239,ovrn,2847,2175
lte,1339,rwxc,2599,1475
fqq,60,xjmx,48,4637
lzd,500,olxz,1466,524
qhx,1120,talp,2651,780
fpc,2498,hdyj,2142,4348
zbf,2043,xhyy,1647,4959
mgs,248,cuti,1833,2371
ldd,1412,wwoz,2623,4233
cxv,1297,mugt,2619,2959
lzh,2097,yqlw,1499,3121
hpe,1050,zhrm,1721,1334
zaj,2359,oiwv,157,1092
kkc,1855,uepl,964,4316
ksa,1458,hjuw,3281,3342
gnt,1859,rvfp,47,837
zyz,2413,hdfb,729,3329
zzh,2273,chex,2963,3547
qhi,1013,dqyt,3195,2032
vdo,247,wexf,693,4081
mfl,1994,sfcf,221,3441
crs,2062,pfff,2863,3234
qhk,2228,fifs,2018,4685
yte,1197,tnnl,2426,1224
ffz,1814,vqmh,1796,2094
qgj,2296,szoq,1634,824
nia,1707,nnqp,1066,458
tgi,1982,bsii,646,587
fxv,2018,xuel,1273,3068
iwp,1296,alwn,2741,4070
ief,1902,axnx,2486,2181
ujo,412,hfyv,407,1637
xkz,909,tjir,2224,1545
xpz,70,qmod,138,3628
moz,1718,cslx,2479,4606
loc,912,twvv,2118,2716
cmy,1799,zdrc,1574,607
anx,614,gcbj,2506,772
rsr,1691,rpqt,2932,249
tee,1173,eqah,381,482
xse,1802,hepq,1892,3844
yxq,1744,usck,400,3740
zww,1732,swui,0,3433
gry,2386,gbcw,1159,1492
gll,421,nqbg,1992,4944
hdd,191,baor,1031,3142
vlk,895,ioog,1907,2487
fjh,1261,fwkv,3052,2739
vbo,1945,ajji,2321,2951
aom,111,mcit,3009,745
tzk,1744,ibfj,2725,4155
czx,593,fpdz,1621,3458
xox,2482,ntxz,2534,3456
rwm,817,mqze,815,4068
gzw,1999,mjro,945,2020
itv,1238,sztg,2895,1263
bqq,2165,csvd,2352,3196
nwu,2087,xqgn,1137,263
gko,959,osyn,1535,4847
wwf,1749,yadx,1089,3414
wjx,2172,rvki,1554,1350
ims,2248,jsjb,2717,2522
vzt,623,hqih,962,1177
alx,1479,capw,3183,2225
xlf,2347,wttt,975,4046
gol,701,osol,3037,967
piz,1592,jbku,2631,150
uqx,24,jliu,1603,3991
mkk,1421,hpdz,1072,3066
nir,426,tghb,1069,4697
yvt,1693,bgpa,519,4850
nlm,2271,igby,2231,2595
dmx,726,ylxb,2468,1873
duc,406,hlkq,3015,599
pil,2145,zxom,1107,4244
ggp,76,kopv,2224,3562
csv,2019,wpgu,2232,846
oas,1102,yppb,2695,863
tvy,1888,wrkg,668,4016
oxz,1753,iejn,998,3245
ysd,2350,kzez,1403,3328
tdx,76,eohz,2876,1368
mhr,1684,vxqb,39,3125
jam,828,lonr,1828,1742
fdf,654,flcr,1098,2409
thi,1613,ziyz,1761,865
tzm,2203,ecum,2554,577
oqb,473,wzcm,1440,1539
qpm,1216,ocks,2074,1865
crp,1135,ntwx,2847,3113
tgu,2382,ozxf,1567,2047
yrj,985,frur,2412,4629
gdq,2009,ngln,852,2242
nzu,2198,qqfy,476,1478
yss,342,etub,619,3241
set,551,joor,801,3980
cqt,1744,xdaj,2476,3841
rgh,1937,rkgz,1388,260
jpp,956,kbzw,2520,80
jbp,577,ocrs,760,4439
lnz,1939,ldls,3190,4461
lps,2215,lupx,1207,1213
zjq,1145,fkie,537,3378
oxk,2324,hpol,3191,2779
pai,239,kusa,711,3412
rwm,661,hrmo,558,132
bpo,1886,narx,763,1517
ill,529,bgiv,70,1367
tnq,967,ssnw,273,3575
quj,2412,lrne,1677,3488
ium,942,andu,2368,1188
ihw,735,cpim,3055,1688
qmq,2284,sncm,2118,668
ahq,2297,jmsj,804,2759
kal,578,uhbj,1409,3885
kxg,41,qzob,354,1036
eee,557,ykoy,975,474
rfd,586,nkkz,939,1216
ohq,532,ombv,2005,2346
qwl,1017,wuus,785,2402
qlq,1070,jxxn,1609,838
omo,2372,yibf,286,4916
mfb,2006,edkz,1094,935
ers,1989,upbh,2530,1480
kuw,2054,lcww,634,1221
xph,114,pegm,1822,3788
vys,1349,mebm,335,391
zww,1940,vqlv,2203,1629
xfj,1490,paln,510,3957
hxb,1752,whrz,229,4998
atf,557,airf,3041,1556
cmy,384,wwkh,1593,1606
kfz,958,xtvx,2300,4277
zdd,394,msby,781,1217
dnl,675,nlvd,1746,227
vmb,712,zxei,2616,2587
grq,146,shie,159,1894
jqz,761,jeco,346,2745
aou,268,nsfa,765,872
nxg,476,xvry,1252,1678
nml,929,juzm,970,4266
ijl,2008,heye,1761,899
fsg,11,hwzv,1194,2131
zwm,1091,hzsv,2966,2877
hwe,1655,zyvi,1418,3192
bqr,1331,otgq,2643,3175
xgi,424,spfk,1029,3306
gyv,763,vzza,1350,1157
ltw,118,bwzq,2986,3071
mub,2268,jtmo,2256,1542
vbk,2114,wstx,2309,2626
etz,1486,dzgq,801,4036
kgz,1133,zaob,2085,740
hpt,198,wpxz,652,4287
kir,2077,pnqi,2919,2060
yci,1436,xldg,2599,3236
nin,1043,zems,947,2320
uck,1531,hfwk,3034,4723
sos,1709,woyb,2023,4149
jvm,944,bxnj,2752,2098
can,1059,isqs,1959,3378
vyc,185,yuyl,1458,132
otp,578,rawb,2970,3897
lys,1216,oxpd,1115,822
qma,1146,vcsb,2535,748
zxe,979,pggw,1320,2110
ims,1568,eiza,2712,613
ggn,2417,eqrg,2592,317
tgo,591,rxqu,3315,4987
hdc,1781,lyka,2523,1913
bda,559,uvfv,2149,3092
eus,1538,capw,2490,3925
kpj,1637,ikmk,2721,1160
lcm,1474,pqxd,1760,2224
zjz,1596,ylxb,2199,4260
gbf,1748,twiw,3254,818
bnp,557,ynih,353,2396
wfe,170,qbwe,1780,3326
uvx,413,flmc,1566,2464
qcc,1938,oxdr,1954,3528
ntx,965,gzjv,1029,3393
tyo,2179,wiak,1745,1238
nwu,2344,cqxa,1171,1540
ele,2088,vqgq,160,3940
edi,570,sbql,2879,2353
swg,1027,qfqp,889,2950
zxm,2012,ndrz,2244,1919
fof,1770,bgpn,436,790
nax,1839,czyz,1015,2472
sqi,612,ihzv,2088,2182
uwh,2351,osqy,2817,2493
mew,2152,utcl,2181,4649
gir,1047,foef,949,117
kfz,694,cjdq,3276,646
jqc,2283,wdwy,2662,1325
efc,1730,kjjy,975,3227
iav,1047,kqkf,5,197
zzn,1118,yvpz,1155,4056
bin,2225,muyl,626,1304
ydb,2485,xqzg,666,2133
vwf,809,rxab,1959,848
pun,1619,valx,1946,1441
dwn,727,corw,1558,4699
tgh,1855,vzkm,1079,598
yoo,1834,ilsb,50,1094
jcm,2221,lfha,2477,603
vdt,1608,vzqc,1959,1057
cbp,1679,yjug,3282,2847
sed,733,shgg,997,3512
oxz,1048,tlvh,1317,3086
uul,1922,gxmb,2340,1052
loh,1942,exms,462,2414
syv,1110,xjkj,2558,4959
yre,1354,kxpl,1058,654
dhe,702,ikbi,1214,1128
ljd,1437,zzkg,2975,1465
rim,1158,jimw,1717,1130
pbj,1942,uhtl,1076,1555
ksg,280,ppko,2001,3987
efc,446,bhkb,312,1003
ncw,2296,jjao,511,374
fpl,1210,nqzp,728,2104
vtt,626,mspc,2654,1747
xxz,1418,cnwb,406,386
ybd,988,urhh,2649,2050
ujs,1006,zjnd,832,1652
efe,2364,zjhq,833,4396
pkn,2217,bdxk,1608,1889
btt,285,ztnd,1874,1812
uza,312,sbrj,1487,3180
tlv,667,kcqr,3000,4434
uci,592,jpzh,1044,777
fzc,388,vhub,617,3289
kla,2346,qphb,494,3095
fvv,1152,klaq,28,1320
hss,1404,wttd,2839,2331
akh,834,knli,702,2951
nam,574,sdwl,529,1698
kqz,1381,qwld,80,1789
vpb,789,qyyl,2211,2533
rvx,1076,pows,3203,2874
jpp,458,irsi,1081,1108
fxi,1475,eyvf,953,1084
zsa,1876,gxqz,2119,578
miv,1557,udob,2859,2191
exy,1932,tziw,998,4539
zmk,31,zhzp,640,1623
wja,1661,kbyp,873,2876
tzc,1223,qvjs,1561,1739
zcy,618,capw,3259,3475
veo,1217,hnof,2164,401
znc,1871,kwlg,405,103
ewk,2455,ieaw,2493,4455
lps,413,izdp,1798,4003
pae,1878,hpuo,91,1012
zfx,180,jomi,344,477
yip,1866,bgbm,623,112
sqa,1311,rpck,1859,415
gms,2231,jkjs,1476,3778
hxw,217,qjnp,3119,4629
ljg,881,ngqr,614,3091
ezu,2101,zjbz,226,387
spw,259,cizr,1297,177
svs,152,qtru,1057,1951
yag,727,ekba,882,1498
mvc,2124,xbac,717,3861
btq,2023,zhrm,1149,392
irc,787,tiuy,2857,3026
vgt,86,kvfy,2376,1453
cyh,1862,alyn,1863,492
wxp,1606,chin,760,4425
aiy,918,kozc,1677,3937
hdd,1449,ezri,152,1545
ntx,1594,qkig,3312,4561
mdu,2287,whoo,1500,4264
jkw,30,isfs,1513,4026
upt,1337,firw,2314,241
kge,1694,btqd,626,1742
wuj,376,prkw,1725,3670
fmt,2230,xask,947,3178
ynq,1826,sgrl,1115,1048
nxx,1297,fvoj,76,2313
dxv,731,azdr,2269,175
bya,632,waxn,2430,3881
nmq,2396,vtuw,1135,1057
nvp,983,gcxl,3021,493
nsa,940,pxbb,3079,4910
tud,1271,nwyz,2626,4774
xiu,1780,dpkp,363,4462
hvq,1543,ynwf,3078,4678
amy,1122,lztk,2985,4931
cgk,2362,dgui,1075,1116
ite,1984,vssy,2161,3712
zzv,2124,ckvp,2604,3161
znj,1127,sgwv,2268,2333
afn,1536,ziwx,3249,2615
qav,1756,stgh,2942,93
ffc,2385,lpma,2854,3938
zre,1152,dfbk,593,4146
jvo,133,qyix,2297,382
eqq,1763,ocvv,669,1967
gnt,1393,osye,980,3033
rwi,1222,pdxw,3246,2321
ptp,1981,bryf,712,1032
cjq,2128,xxox,999,134
zkj,2128,umbd,742,4285
ouw,1671,tguu,734,437
wrh,1243,yvlc,2924,1937
izv,2327,ifid,938,2230
xqy,995,shfr,1453,2006
xzv,2183,pffs,1833,4760
fmb,2200,rnvr,664,1055
cxa,1017,jiiu,2817,4100
oep,1470,ttuk,3306,4993
vki,2078,nakx,2216,1100
spg,1274,ivau,1970,2268
fkp,614,bcrb,314,2371
tar,1148,jizz,3114,3357
gms,1767,bdit,923,3173
zbl,877,fcek,2352,3006
sfi,413,ltvh,1257,911
zyd,50,uuhl,1241,2515
zxy,2297,rklk,1002,2628
cqz,1413,yvuz,361,4307
aee,1906,nysq,824,4303
rwm,2140,exqp,863,690
wdh,393,ykew,3045,1048
hvt,180,hyle,618,1430
dua,1577,fkeb,1514,4148
lzl,489,yasm,302,5
tki,1899,qoua,2465,3194
jhe,424,mxiu,2479,975
zdq,1811,xecm,1522,4223
had,608,vxhw,1125,2784
wdf,1537,yfhs,1607,2936
vvx,463,nlah,571,160
adf,983,yvey,1861,2489
ank,1610,atfx,736,4581
mir,156,xmri,288,1246
mpa,470,caad,2591,4815
rpr,1525,jtuw,2990,2495
gjo,437,fhie,973,2038
nio,2455,hdpb,2070,3616
sus,1755,zaex,1946,4690
ump,690,mccx,2337,1686
tcd,810,wmbs,136,4538
zlh,975,vxpz,2993,1822
kmv,2251,coud,1951,3231
bjr,785,akqc,3135,3561
osj,1992,cwio,1592,4269
rtt,2136,tjmu,202,131
nax,766,ngng,2465,2061
edd,1943,axll,2020,1441
ibu,1505,dyfr,46,316
ujt,944,cgcz,3276,439
xqy,655,wplx,2706,2563
ldd,1718,uzln,89,2203
tlx,1275,oewu,372,3170
xci,1358,tmmi,320,1099
rup,1430,hhlh,287,2454
qvz,2491,xlgb,727,2540
xed,1129,rlxi,1660,3802
msq,1919,fpnk,2153,3670
cih,2175,cqxa,3233,3801
ytp,2317,aisn,1999,565
pnm,1831,bnma,2765,4663
jkx,263,mvcd,946,2540
vpn,2179,znna,1526,1505
cko,135,udyg,1493,1077
ezi,2487,iuiz,385,4025
yqf,896,dynb,1058,2945
kjh,961,jszs,2605,3337
who,1651,jycc,2717,2577
sjp,1196,hxyw,2674,2729
pbf,531,jaqo,1311,4549
agg,76,ijsh,1681,2491
evf,254,fucc,658,3652
jbv,843,sfvo,1318,167
jtf,332,odrm,3292,3365
wvh,555,kbzc,1923,935
eon,2476,xhfh,2221,1133
zsc,179,uiaj,2681,1836
edx,2116,bpco,1659,279
vyx,1054,noha,2437,3968
ynw,1331,npqz,918,2759
emj,1029,owix,2825,1312
bky,328,onpz,324,768
yve,2347,qshe,2776,3833
kti,1277,kpic,2903,3006
joz,2049,intj,1894,4695
mqv,1640,xfom,1749,2780
tyd,293,npok,1343,155
ldd,1221,slxp,671,3937
uty,1983,gniv,53,2453
brh,143,corw,3226,4122
wse,1642,gndm,2619,1972
boz,69,rbpv,2987,469
gjc,1003,main,3226,3154
jgq,783,viqa,1078,260
nld,2079,zrru,597,4538
duw,1753,fhje,2095,2225
zdr,1811,znga,950,875
nti,2299,ijsh,1632,1593
ehx,2361,tzeu,2456,2862
yxv,1113,vnpd,1817,2031
hix,812,mnba,865,1981
ioh,1494,gmup,102,4181
ksh,599,lurn,984,4220
zwx,2150,ytwv,1516,2955
pxl,435,maya,2783,3950
znc,1087,rwis,2928,3464
pka,76,msqp,2704,4833
ynb,1809,smav,746,663
kui,1317,baot,647,2328
foy,523,sysq,359,177
omv,488,icuw,3009,3913
xbr,1235,jucb,1185,2390
noe,2172,tpbu,2932,1077
idn,2388,kxhj,376,135
hov,1633,pqad,990,2720
ssm,1638,ukhj,1417,3125
vcq,646,nelg,1247,1756
sdy,868,nfze,710,4697
gkx,411,ubsd,1157,2923
zlq,1772,ehox,122,2194
wzr,2312,wgex,2237,459
anu,106,xnhf,845,3058
wul,2102,gmsg,1514,2888
tsq,1780,vjxe,2407,827
qod,358,khot,1053,1434
met,2370,qvau,3158,1245
qhx,1333,sqdb,2327,2665
rie,1371,awih,579,402
qxf,1903,lphe,2494,1419
zvw,831,qofp,2691,340
ike,384,zqvb,202,4569
zia,2299,ajdo,1991,1746
bqe,2130,zlti,3221,4444
yrm,1140,gkbb,1705,734
aor,2112,mpix,2444,2715
vou,1759,ktnn,480,3453
wmq,1025,thgd,1305,2273
fiu,48,qjea,3130,4120
ysk,1313,jpzh,1440,350
bpd,752,hfai,3199,1216
hlo,1033,rbtv,2646,569
smy,1845,ifxa,146,1236
yez,1762,fcdl,930,1141
xtg,1004,wgbd,2220,4613
jtu,920,ggpn,2277,3285
dif,2076,frnq,1872,1429
nwj,101,spzj,2445,3883
poj,493,jogw,3212,1114
vun,824,cdqy,1511,909
rpr,360,glez,1242,2898
fzv,2262,wcwm,1154,624
hsd,1971,zfzc,1049,3594
crr,2200,invr,535,413
kge,517,jvss,3050,2751
bfa,1004,dvvx,1312,4622
grg,987,vxfc,1092,4838
jkv,836,dtca,2303,3118
gfy,2023,sxlc,91,2198
nlh,1523,yipj,2644,619
ecm,631,alxf,1034,2490
uol,2095,tnaj,2312,2037
ilj,150,ueto,1888,335
vxr,1123,vkxv,173,4605
gyf,725,kghw,1742,4365
eks,1238,ajkl,2091,3868
ofw,1954,asea,787,2975
gsp,573,ypcx,3088,4426
xjm,1992,qmhd,1877,758
tnp,21,dduo,2620,4556
dls,2169,efdi,504,4152
ven,2208,cbjz,604,174
kbk,2298,pbmr,2104,763
qux,1831,oath,1926,2379
okx,1139,gdiv,1112,3728
gol,249,qpur,3090,983
snt,1838,knli,864,4085
uls,2170,nxat,2894,4719
iap,856,tquc,3274,3489
ynr,1592,npwp,106,2623
upl,1172,hyve,1680,2077
cbm,1887,alyn,1598,3824
aqp,1000,virp,2364,2089
nmy,188,eryf,2876,2505
awx,284,yujy,2703,1805
idr,2209,etdm,909,4409
ldw,285,bynq,3227,2947
kli,2096,vcdk,2917,3061
gev,1866,bigb,2827,390
uqx,1101,tfjq,654,2676
apa,1195,fcxw,1046,3295
ofo,884,nvvd,287,80
uqw,2354,skmm,2371,291
oqg,459,smrf,174,1618
cfi,1178,fjmg,3035,2722
dem,2270,bapr,3181,4077
jhr,434,bczu,894,2317
wft,1624,rvcm,2998,4792
ajn,2480,tfki,782,3850
hir,565,eady,2831,2887
qan,2236,ullo,71,3013
hnb,2163,qkyc,2275,263
qfp,2399,pbzq,2534,3943
lcg,1917,yvlt,2045,1129
